targetMuscle,title,path_url,exercise_id,exercise_name,targetMuscles_api,secondaryMuscles_api,bodyParts_api,equipments_api,gif_url,match_score,status,search_text
chest,İncline Cable Fly,data/İncline-Cable-Fly.gif,7saC5zz,cable decline fly,"[""pectorals""]","[""shoulders"", ""triceps""]","[""chest""]","[""cable""]",https://static.exercisedb.dev/media/7saC5zz.gif,68.57,matched,"cable decline fly [""pectorals""] [""shoulders"", ""triceps""]"
chest,Reverse Chest Stretch,data/Reverse-Chest-Stretch.gif,3uj0Ozg,dynamic chest stretch (male),"[""pectorals""]","[""shoulders"", ""triceps""]","[""chest""]","[""body weight""]",https://static.exercisedb.dev/media/3uj0Ozg.gif,61.18,matched,"dynamic chest stretch (male) [""pectorals""] [""shoulders"", ""triceps""]"
chest,Kneeling Landmine Press,data/Kneeling-Landmine-Press.gif,1cTf2Ux,ez bar standing french press,"[""triceps""]","[""shoulders""]","[""upper arms""]","[""ez barbell""]",https://static.exercisedb.dev/media/1cTf2Ux.gif,47.06,matched,"ez bar standing french press [""triceps""] [""shoulders""]"
chest,Pike Push-Up Between Chairs,data/Pike-Push-Up-Between-Chairs.gif,A9qxk2F,archer push up,"[""pectorals""]","[""triceps"", ""shoulders"", ""core""]","[""chest""]","[""body weight""]",https://static.exercisedb.dev/media/A9qxk2F.gif,53.33,matched,"archer push up [""pectorals""] [""triceps"", ""shoulders"", ""core""]"
chest,Back Slaps Wrap Around Stretch,data/Back-Slaps-Wrap-Around-Stretch.gif,0mB6wHO,runners stretch,"[""hamstrings""]","[""calves"", ""quadriceps""]","[""upper legs""]","[""body weight""]",https://static.exercisedb.dev/media/0mB6wHO.gif,50.91,matched,"runners stretch [""hamstrings""] [""calves"", ""quadriceps""]"
chest,Reaction Ball Throw,data/Reaction-Ball-Throw.gif,7vG5o25,dumbbell incline row,"[""upper back""]","[""biceps"", ""shoulders""]","[""back""]","[""dumbbell""]",https://static.exercisedb.dev/media/7vG5o25.gif,45.13,matched,"dumbbell incline row [""upper back""] [""biceps"", ""shoulders""]"
chest,Seated Cable Chest Press,data/Seated-Cable-Chest-Press.gif,4x5Okof,resistance band seated chest press,"[""pectorals""]","[""shoulders"", ""triceps""]","[""chest""]","[""resistance band""]",https://static.exercisedb.dev/media/4x5Okof.gif,68.57,matched,"resistance band seated chest press [""pectorals""] [""shoulders"", ""triceps""]"
chest,Seated Cable Close Grip Chest Press,data/Seated-Cable-Close-Grip-Chest-Press.gif,8oYqOt9,cable seated curl,"[""biceps""]","[""forearms""]","[""upper arms""]","[""cable""]",https://static.exercisedb.dev/media/8oYqOt9.gif,66.21,matched,"cable seated curl [""biceps""] [""forearms""]"
chest,Cable Half Kneeling Pallof Press,data/Cable-Half-Kneeling-Pallof-Press.gif,7xI5MXA,cable bench press,"[""pectorals""]","[""triceps"", ""shoulders""]","[""chest""]","[""cable""]",https://static.exercisedb.dev/media/7xI5MXA.gif,62.86,matched,"cable bench press [""pectorals""] [""triceps"", ""shoulders""]"
chest,Chest and Front of Shoulder Stretch,data/Chest-and-Front-of-Shoulder-Stretch.gif,9WTm7dq,chest dip,"[""pectorals""]","[""triceps"", ""shoulders""]","[""chest""]","[""body weight""]",https://static.exercisedb.dev/media/9WTm7dq.gif,57.14,matched,"chest dip [""pectorals""] [""triceps"", ""shoulders""]"
chest,Forearm Push-up,data/Forearm-Push-up.gif,A9qxk2F,archer push up,"[""pectorals""]","[""triceps"", ""shoulders"", ""core""]","[""chest""]","[""body weight""]",https://static.exercisedb.dev/media/A9qxk2F.gif,60.69,matched,"archer push up [""pectorals""] [""triceps"", ""shoulders"", ""core""]"
chest,Banded Shoulder Adduction,data/Banded-Shoulder-Adduction.gif,6e2DcYX,dumbbell incline shoulder raise,"[""serratus anterior""]","[""deltoids"", ""trapezius""]","[""chest""]","[""dumbbell""]",https://static.exercisedb.dev/media/6e2DcYX.gif,48.57,matched,"dumbbell incline shoulder raise [""serratus anterior""] [""deltoids"", ""trapezius""]"
chest,Band Alternate Incline Chest Press,data/Band-Alternate-Incline-Chest-Press.gif,3TZduzM,barbell incline bench press,"[""pectorals""]","[""shoulders"", ""triceps""]","[""chest""]","[""barbell""]",https://static.exercisedb.dev/media/3TZduzM.gif,57.7,matched,"barbell incline bench press [""pectorals""] [""shoulders"", ""triceps""]"
chest,Incline Close-Grip Bench Press,data/Incline-Close-Grip-Bench-Press.gif,5v7KYld,smith incline bench press,"[""pectorals""]","[""shoulders"", ""triceps""]","[""chest""]","[""smith machine""]",https://static.exercisedb.dev/media/5v7KYld.gif,69.09,matched,"smith incline bench press [""pectorals""] [""shoulders"", ""triceps""]"
chest,Close Grip Bench Press,data/Close-Grip-Bench-Press.gif,3QgteDK,barbell wide reverse grip bench press horizontal,"[""pectorals""]","[""triceps"", ""shoulders""]","[""chest""]","[""barbell""]",https://static.exercisedb.dev/media/3QgteDK.gif,67.37,matched,"barbell wide reverse grip bench press horizontal [""pectorals""] [""triceps"", ""shoulders""]"
chest,Diamond Push-up,data/Diamond-Push-up.gif,4Jt8QsQ,push-up on lower arms,"[""triceps""]","[""chest"", ""shoulders""]","[""upper arms""]","[""body weight""]",https://static.exercisedb.dev/media/4Jt8QsQ.gif,53.33,matched,"push-up on lower arms [""triceps""] [""chest"", ""shoulders""]"
chest,Push-Up,data/Push-Up.gif,0br45wL,push-up inside leg kick,"[""glutes""]","[""quadriceps"", ""hamstrings"", ""calves"", ""core""]","[""upper legs""]","[""body weight""]",https://static.exercisedb.dev/media/0br45wL.gif,80.0,matched,"push-up inside leg kick [""glutes""] [""quadriceps"", ""hamstrings"", ""calves"", ""core""]"
chest,Hammer Press,data/Hammer-Press.gif,1qrWgZ2,dumbbell decline hammer press,"[""pectorals""]","[""triceps"", ""shoulders""]","[""chest""]","[""dumbbell""]",https://static.exercisedb.dev/media/1qrWgZ2.gif,80.0,matched,"dumbbell decline hammer press [""pectorals""] [""triceps"", ""shoulders""]"
chest,Chest Press Machine,data/Chest-Press-Machine.gif,4x5Okof,resistance band seated chest press,"[""pectorals""]","[""shoulders"", ""triceps""]","[""chest""]","[""resistance band""]",https://static.exercisedb.dev/media/4x5Okof.gif,58.67,matched,"resistance band seated chest press [""pectorals""] [""shoulders"", ""triceps""]"
chest,Corner Wall Stretch,data/Corner-Wall-Stretch.gif,0mB6wHO,runners stretch,"[""hamstrings""]","[""calves"", ""quadriceps""]","[""upper legs""]","[""body weight""]",https://static.exercisedb.dev/media/0mB6wHO.gif,56.47,matched,"runners stretch [""hamstrings""] [""calves"", ""quadriceps""]"
chest,Barbell Floor Press,data/Barbell-Floor-Press.gif,0dCyly0,barbell seated bradford rocky press,"[""delts""]","[""triceps"", ""upper back""]","[""shoulders""]","[""barbell""]",https://static.exercisedb.dev/media/0dCyly0.gif,65.0,matched,"barbell seated bradford rocky press [""delts""] [""triceps"", ""upper back""]"
chest,Landmine Floor Chest Fly,data/Landmine-Floor-Chest-Fly.gif,9WTm7dq,chest dip,"[""pectorals""]","[""triceps"", ""shoulders""]","[""chest""]","[""body weight""]",https://static.exercisedb.dev/media/9WTm7dq.gif,57.14,matched,"chest dip [""pectorals""] [""triceps"", ""shoulders""]"
chest,Decline Hammer Press,data/Decline-Hammer-Press.gif,1qrWgZ2,dumbbell decline hammer press,"[""pectorals""]","[""triceps"", ""shoulders""]","[""chest""]","[""dumbbell""]",https://static.exercisedb.dev/media/1qrWgZ2.gif,80.0,matched,"dumbbell decline hammer press [""pectorals""] [""triceps"", ""shoulders""]"
chest,Close-Grip Reverse Bench Press,data/Close-Grip-Reverse-Bench-Press.gif,3QgteDK,barbell wide reverse grip bench press horizontal,"[""pectorals""]","[""triceps"", ""shoulders""]","[""chest""]","[""barbell""]",https://static.exercisedb.dev/media/3QgteDK.gif,71.11,matched,"barbell wide reverse grip bench press horizontal [""pectorals""] [""triceps"", ""shoulders""]"
chest,Wide-Grip Reverse Bench Press,data/Wide-Grip-Reverse-Bench-Press.gif,3QgteDK,barbell wide reverse grip bench press horizontal,"[""pectorals""]","[""triceps"", ""shoulders""]","[""chest""]","[""barbell""]",https://static.exercisedb.dev/media/3QgteDK.gif,80.0,matched,"barbell wide reverse grip bench press horizontal [""pectorals""] [""triceps"", ""shoulders""]"
chest,Straddle Planche,,9WTm7dq,chest dip,"[""pectorals""]","[""triceps"", ""shoulders""]","[""chest""]","[""body weight""]",https://static.exercisedb.dev/media/9WTm7dq.gif,38.4,matched,"chest dip [""pectorals""] [""triceps"", ""shoulders""]"
chest,Close Grip Knee Push-up,data/Close-Grip-Knee-Push-up.gif,1YB40kg,incline close-grip push-up,"[""triceps""]","[""chest"", ""shoulders""]","[""upper arms""]","[""body weight""]",https://static.exercisedb.dev/media/1YB40kg.gif,70.24,matched,"incline close-grip push-up [""triceps""] [""chest"", ""shoulders""]"
chest,Push-up With Rotation,data/Push-up-With-Rotation.gif,A9qxk2F,archer push up,"[""pectorals""]","[""triceps"", ""shoulders"", ""core""]","[""chest""]","[""body weight""]",https://static.exercisedb.dev/media/A9qxk2F.gif,53.33,matched,"archer push up [""pectorals""] [""triceps"", ""shoulders"", ""core""]"
chest,Supine Medicine Ball Chest Throw,data/Supine-Medicine-Ball-Chest-Throw.gif,aDoFKrE,medicine ball chest pass,"[""pectorals""]","[""shoulders"", ""triceps""]","[""chest""]","[""medicine ball""]",https://static.exercisedb.dev/media/aDoFKrE.gif,70.7,matched,"medicine ball chest pass [""pectorals""] [""shoulders"", ""triceps""]"
chest,Reverse Dips,data/Reverse-Dips.gif,0IgNjSM,dumbbell standing reverse curl,"[""biceps""]","[""forearms""]","[""upper arms""]","[""dumbbell""]",https://static.exercisedb.dev/media/0IgNjSM.gif,58.95,matched,"dumbbell standing reverse curl [""biceps""] [""forearms""]"
chest,Trx Chest Press,data/Trx-Chest-Press.gif,4x5Okof,resistance band seated chest press,"[""pectorals""]","[""shoulders"", ""triceps""]","[""chest""]","[""resistance band""]",https://static.exercisedb.dev/media/4x5Okof.gif,67.69,matched,"resistance band seated chest press [""pectorals""] [""shoulders"", ""triceps""]"
chest,Dumbbell Straight Arm Pullover (knees at 90 degrees),data/Dumbbell-Straight-Arm-Pullover-(knees-at-90-degrees).gif,9XjtHvS,dumbbell pullover,"[""pectorals""]","[""latissimus dorsi"", ""triceps""]","[""chest""]","[""dumbbell""]",https://static.exercisedb.dev/media/9XjtHvS.gif,80.0,matched,"dumbbell pullover [""pectorals""] [""latissimus dorsi"", ""triceps""]"
chest,Trx Chest Fly,data/Trx-Chest-Fly.gif,9WTm7dq,chest dip,"[""pectorals""]","[""triceps"", ""shoulders""]","[""chest""]","[""body weight""]",https://static.exercisedb.dev/media/9WTm7dq.gif,57.14,matched,"chest dip [""pectorals""] [""triceps"", ""shoulders""]"
chest,Doorway Pec and Shoulder Stretch,data/Doorway-Pec-and-Shoulder-Stretch.gif,0mB6wHO,runners stretch,"[""hamstrings""]","[""calves"", ""quadriceps""]","[""upper legs""]","[""body weight""]",https://static.exercisedb.dev/media/0mB6wHO.gif,50.91,matched,"runners stretch [""hamstrings""] [""calves"", ""quadriceps""]"
chest,Kettlebell Renegade Row,data/Kettlebell-Renegade-Row.gif,9Tkqa9O,kettlebell windmill,"[""abs""]","[""obliques"", ""shoulders""]","[""waist""]","[""kettlebell""]",https://static.exercisedb.dev/media/9Tkqa9O.gif,55.17,matched,"kettlebell windmill [""abs""] [""obliques"", ""shoulders""]"
chest,Push-Up to Renegade Row,data/Push-Up-to-Renegade-Row.gif,A9qxk2F,archer push up,"[""pectorals""]","[""triceps"", ""shoulders"", ""core""]","[""chest""]","[""body weight""]",https://static.exercisedb.dev/media/A9qxk2F.gif,53.33,matched,"archer push up [""pectorals""] [""triceps"", ""shoulders"", ""core""]"
chest,Modified Hindu Push-up,data/Modified-Hindu-Push-up.gif,A9qxk2F,archer push up,"[""pectorals""]","[""triceps"", ""shoulders"", ""core""]","[""chest""]","[""body weight""]",https://static.exercisedb.dev/media/A9qxk2F.gif,53.33,matched,"archer push up [""pectorals""] [""triceps"", ""shoulders"", ""core""]"
chest,Knuckle Push-Up,data/Knuckle-Push-Up.gif,A9qxk2F,archer push up,"[""pectorals""]","[""triceps"", ""shoulders"", ""core""]","[""chest""]","[""body weight""]",https://static.exercisedb.dev/media/A9qxk2F.gif,55.17,matched,"archer push up [""pectorals""] [""triceps"", ""shoulders"", ""core""]"
chest,Planche Push-Up,data/Planche-Push-Up.gif,A9qxk2F,archer push up,"[""pectorals""]","[""triceps"", ""shoulders"", ""core""]","[""chest""]","[""body weight""]",https://static.exercisedb.dev/media/A9qxk2F.gif,66.21,matched,"archer push up [""pectorals""] [""triceps"", ""shoulders"", ""core""]"
chest,Finger Push-up,data/Finger-Push-up.gif,A9qxk2F,archer push up,"[""pectorals""]","[""triceps"", ""shoulders"", ""core""]","[""chest""]","[""body weight""]",https://static.exercisedb.dev/media/A9qxk2F.gif,57.14,matched,"archer push up [""pectorals""] [""triceps"", ""shoulders"", ""core""]"
chest,Chest Tap Push-up,data/Chest-Tap-Push-up.gif,7E06s6d,chest tap push-up (male),"[""pectorals""]","[""triceps"", ""shoulders""]","[""chest""]","[""body weight""]",https://static.exercisedb.dev/media/7E06s6d.gif,80.0,matched,"chest tap push-up (male) [""pectorals""] [""triceps"", ""shoulders""]"
chest,Kettlebell Deep Push-Up,data/Kettlebell-Deep-Push-Up.gif,4KJEpzb,kettlebell bottoms up clean from the hang position,"[""biceps""]","[""forearms"", ""shoulders""]","[""upper arms""]","[""kettlebell""]",https://static.exercisedb.dev/media/4KJEpzb.gif,57.78,matched,"kettlebell bottoms up clean from the hang position [""biceps""] [""forearms"", ""shoulders""]"
chest,Archer Push-Up,data/Archer-Push-Up.gif,A9qxk2F,archer push up,"[""pectorals""]","[""triceps"", ""shoulders"", ""core""]","[""chest""]","[""body weight""]",https://static.exercisedb.dev/media/A9qxk2F.gif,80.0,matched,"archer push up [""pectorals""] [""triceps"", ""shoulders"", ""core""]"
chest,One Leg Push-Up,data/One-Leg-Push-Up.gif,0br45wL,push-up inside leg kick,"[""glutes""]","[""quadriceps"", ""hamstrings"", ""calves"", ""core""]","[""upper legs""]","[""body weight""]",https://static.exercisedb.dev/media/0br45wL.gif,67.69,matched,"push-up inside leg kick [""glutes""] [""quadriceps"", ""hamstrings"", ""calves"", ""core""]"
chest,Bosu Ball Push-Up,data/Bosu-Ball-Push-Up.gif,4cWjYEN,narrow push-up on exercise ball,"[""triceps""]","[""chest"", ""shoulders""]","[""upper arms""]","[""stability ball""]",https://static.exercisedb.dev/media/4cWjYEN.gif,66.21,matched,"narrow push-up on exercise ball [""triceps""] [""chest"", ""shoulders""]"
chest,Resistance Band Alternating Chest Fly,data/Resistance-Band-Alternating-Chest-Fly.gif,4x5Okof,resistance band seated chest press,"[""pectorals""]","[""shoulders"", ""triceps""]","[""chest""]","[""resistance band""]",https://static.exercisedb.dev/media/4x5Okof.gif,61.09,matched,"resistance band seated chest press [""pectorals""] [""shoulders"", ""triceps""]"
chest,Dumbbell Reverse Grip 30 Degrees Incline Bench Press,data/Dumbbell-Reverse-Grip-30-Degrees-Incline-Bench-Press.gif,78VqWQK,smith incline reverse-grip press,"[""pectorals""]","[""triceps"", ""shoulders""]","[""chest""]","[""smith machine""]",https://static.exercisedb.dev/media/78VqWQK.gif,71.72,matched,"smith incline reverse-grip press [""pectorals""] [""triceps"", ""shoulders""]"
chest,Incline Landmine Press,data/Incline-Landmine-Press.gif,3TZduzM,barbell incline bench press,"[""pectorals""]","[""shoulders"", ""triceps""]","[""chest""]","[""barbell""]",https://static.exercisedb.dev/media/3TZduzM.gif,59.43,matched,"barbell incline bench press [""pectorals""] [""shoulders"", ""triceps""]"
chest,Ring Dips,data/Ring-Dips.gif,05Cf2v8,impossible dips,"[""triceps""]","[""chest"", ""shoulders""]","[""upper arms""]","[""body weight""]",https://static.exercisedb.dev/media/05Cf2v8.gif,49.23,matched,"impossible dips [""triceps""] [""chest"", ""shoulders""]"
chest,Cobra Push-up,data/Cobra-Push-up.gif,A9qxk2F,archer push up,"[""pectorals""]","[""triceps"", ""shoulders"", ""core""]","[""chest""]","[""body weight""]",https://static.exercisedb.dev/media/A9qxk2F.gif,59.26,matched,"archer push up [""pectorals""] [""triceps"", ""shoulders"", ""core""]"
chest,Shoulder Tap Push-up,data/Shoulder-Tap-Push-up.gif,4GqRrAk,superman push-up,"[""pectorals""]","[""core"", ""shoulders""]","[""chest""]","[""body weight""]",https://static.exercisedb.dev/media/4GqRrAk.gif,57.78,matched,"superman push-up [""pectorals""] [""core"", ""shoulders""]"
chest,Single Arm Raise Push-up,data/Single-Arm-Raise-Push-up.gif,13TpY4H,raise single arm push-up,"[""pectorals""]","[""triceps"", ""shoulders"", ""core""]","[""chest""]","[""body weight""]",https://static.exercisedb.dev/media/13TpY4H.gif,80.0,matched,"raise single arm push-up [""pectorals""] [""triceps"", ""shoulders"", ""core""]"
chest,Suspended Push-Up,data/Suspended-Push-Up.gif,4OaumBr,suspended row,"[""upper back""]","[""biceps"", ""shoulders""]","[""back""]","[""body weight""]",https://static.exercisedb.dev/media/4OaumBr.gif,65.45,matched,"suspended row [""upper back""] [""biceps"", ""shoulders""]"
chest,Close-grip Dumbbell Push-Up,data/Close-grip-Dumbbell-Push-Up.gif,7jGOBF3,dumbbell close grip press,"[""triceps""]","[""chest"", ""shoulders""]","[""upper arms""]","[""dumbbell""]",https://static.exercisedb.dev/media/7jGOBF3.gif,69.09,matched,"dumbbell close grip press [""triceps""] [""chest"", ""shoulders""]"
chest,Medicine Ball Push-Up,data/Medicine-Ball-Push-Up.gif,8K7m2SS,medicine ball close grip push up,"[""triceps""]","[""chest"", ""shoulders""]","[""upper arms""]","[""medicine ball""]",https://static.exercisedb.dev/media/8K7m2SS.gif,80.0,matched,"medicine ball close grip push up [""triceps""] [""chest"", ""shoulders""]"
chest,Single Arm Push-Up on Medicine Ball,data/Single-Arm-Push-Up-on-Medicine-Ball.gif,13TpY4H,raise single arm push-up,"[""pectorals""]","[""triceps"", ""shoulders"", ""core""]","[""chest""]","[""body weight""]",https://static.exercisedb.dev/media/13TpY4H.gif,68.57,matched,"raise single arm push-up [""pectorals""] [""triceps"", ""shoulders"", ""core""]"
chest,Weighted Vest Push-up,data/Weighted-Vest-Push-up.gif,A9qxk2F,archer push up,"[""pectorals""]","[""triceps"", ""shoulders"", ""core""]","[""chest""]","[""body weight""]",https://static.exercisedb.dev/media/A9qxk2F.gif,53.33,matched,"archer push up [""pectorals""] [""triceps"", ""shoulders"", ""core""]"
chest,Standing incline chest press With Resistance Band,data/Standing-incline-chest-press-With-Resistance-Band.gif,4x5Okof,resistance band seated chest press,"[""pectorals""]","[""shoulders"", ""triceps""]","[""chest""]","[""resistance band""]",https://static.exercisedb.dev/media/4x5Okof.gif,70.82,matched,"resistance band seated chest press [""pectorals""] [""shoulders"", ""triceps""]"
chest,Middle Chest fly With Resistance Band,data/Middle-Chest-fly-With-Resistance-Band.gif,4x5Okof,resistance band seated chest press,"[""pectorals""]","[""shoulders"", ""triceps""]","[""chest""]","[""resistance band""]",https://static.exercisedb.dev/media/4x5Okof.gif,61.09,matched,"resistance band seated chest press [""pectorals""] [""shoulders"", ""triceps""]"
